authors,article.title,source.title,publication.year,host.genus,host.species,virus.subfamily,virus.genus,virus.species,sero.positive,PCR.positive,isolation.positive,sample.size,notes,sample.size.notes
"Gokhale, MD; Sreelekshmy, M; Sudeep, AB; Shete, A; Jain, R; Yadav, PD; Mathapati, B; Mourya, DT","Detection of possible Nipah virus infection in Rousettus leschenaultii and Pipistrellus Pipistrellus bats in Maharashtra, India",JOURNAL OF INFECTION AND PUBLIC HEALTH,2021,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,1,1,0,65,,
"Rahman, SA; Hassan, SS; Olival, KJ; Mohamed, M; Chang, LY; Hassan, L; Saad, NM; Shohaimi, SA; Mamat, ZC; Naim, MS; Epstein, JH; Suri, AS; Field, HE; Daszak, P","Characterization of Nipah Virus from Naturally Infected Pteropus vampyrus Bats, Malaysia",EMERGING INFECTIOUS DISEASES,2010,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,1,17,,
"Yadav, P; Sarkale, P; Patil, D; Shete, A; Kokate, P; Kumar, V; Jain, R; Jadhav, S; Basu, A; Pawar, S; Sudeep, A; Gokhale, M; Lakra, R; Mourya, D",Isolation of Tioman virus from Pteropus giganteus bat in North-East region of India,INFECTION GENETICS AND EVOLUTION,2016,pteropus,giganteus,rubulavirinae,pararubulavirus,tioman virus,NA,NA,1,68,,
"Epstein, JH; Baker, ML; Zambrana-Torrelio, C; Middleton, D; Barr, JA; DuBovi, E; Boyd, V; Pope, B; Todd, S; Crameri, G; Walsh, A; Pelican, K; Fielder, MD; Davies, AJ; Wang, LF; Daszak, P",Duration of Maternal Antibodies against Canine Distemper Virus and Hendra Virus in Pteropid Bats,PLOS ONE,2013,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,13,,
"Yadav, PD; Sahay, RR; Balakrishnan, A; Mohandas, S; Radhakrishnan, C; Gokhale, MD; Balasubramanian, R; Abraham, P; Gupta, N; Sugunan, AP; Khobragade, R; George, K; Shete, A; Patil, S; Thankappan, UP; Dighe, H; Koshy, J; Vijay, V; Gayathri, R; Kumar, PJ; Rahim, A; Naveen, A; Nair, S; Rajendran, VR; Jayasree, V; Majumdar, T; Jain, R; Viswanathan, P; Patil, DY; Kumar, A; Nyayanit, DA; Sarkale, P; Waghmare, A; Baradkar, S; Gawande, P; Bodke, P; Kalele, K; Yemul, J; Dhaigude, S; Holepannawar, M; Gopale, S; Chopade, G; Ray, S; Waghmare, P; Narayan, J; Mathapati, B; Kadam, M; Kumar, A; Suryawanshi, A; Jose, BP; Sivadas, S; Akash, NP; Vimisha, TV; Keerthi, KV","Nipah Virus Outbreak in Kerala State, India Amidst of COVID-19 Pandemic",FRONTIERS IN PUBLIC HEALTH,2022,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,1,0,NA,38,,
"Yadav, PD; Sahay, RR; Balakrishnan, A; Mohandas, S; Radhakrishnan, C; Gokhale, MD; Balasubramanian, R; Abraham, P; Gupta, N; Sugunan, AP; Khobragade, R; George, K; Shete, A; Patil, S; Thankappan, UP; Dighe, H; Koshy, J; Vijay, V; Gayathri, R; Kumar, PJ; Rahim, A; Naveen, A; Nair, S; Rajendran, VR; Jayasree, V; Majumdar, T; Jain, R; Viswanathan, P; Patil, DY; Kumar, A; Nyayanit, DA; Sarkale, P; Waghmare, A; Baradkar, S; Gawande, P; Bodke, P; Kalele, K; Yemul, J; Dhaigude, S; Holepannawar, M; Gopale, S; Chopade, G; Ray, S; Waghmare, P; Narayan, J; Mathapati, B; Kadam, M; Kumar, A; Suryawanshi, A; Jose, BP; Sivadas, S; Akash, NP; Vimisha, TV; Keerthi, KV","Nipah Virus Outbreak in Kerala State, India Amidst of COVID-19 Pandemic",FRONTIERS IN PUBLIC HEALTH,2022,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,1,0,NA,63,,
"Mourya, DT; Yadav, P; Sudeep, AB; Gokhale, MD; Gupta, N; Gangakhedkar, RR; Bhargava, B",Spatial Association Between a Nipah Virus Outbreak in India and Nipah Virus Infection in Pteropus Bats,CLINICAL INFECTIOUS DISEASES,2019,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,NA,52,,
"Anderson, DE; Islam, A; Crameri, G; Todd, S; Islam, A; Khan, SU; Foord, A; Rahman, MZ; Mendenhall, IH; Luby, SP; Gurley, ES; Daszak, P; Epstein, JH; Wang, LF","Isolation and Full-Genome Characterization of Nipah Viruses from Bats, Bangladesh",EMERGING INFECTIOUS DISEASES,2019,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,1,976,additional pooled samples,
"Sendow, I; Field, HE; Curran, J; Darminto; Morrissy, C; Meehan, G; Buick, T; Daniels, P","Henipavirus in Pteropus vampyrus bats, Indonesia",EMERGING INFECTIOUS DISEASES,2006,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,106,,
"Sendow, I; Field, HE; Curran, J; Darminto; Morrissy, C; Meehan, G; Buick, T; Daniels, P","Henipavirus in Pteropus vampyrus bats, Indonesia",EMERGING INFECTIOUS DISEASES,2006,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,NA,sample size reported for nipah,
"Young, PL; Halpin, K; Selleck, PW; Field, H; Gravel, JL; Kelly, MA; Mackenzie, JS",Serologic evidence for the presence in pteropus bats of a paramyxovirus related to equine morbillivirus,EMERGING INFECTIOUS DISEASES,1996,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,NA,sample size of 224 across all four species,
"Young, PL; Halpin, K; Selleck, PW; Field, H; Gravel, JL; Kelly, MA; Mackenzie, JS",Serologic evidence for the presence in pteropus bats of a paramyxovirus related to equine morbillivirus,EMERGING INFECTIOUS DISEASES,1996,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,NA,sample size of 224 across all four species,
"Young, PL; Halpin, K; Selleck, PW; Field, H; Gravel, JL; Kelly, MA; Mackenzie, JS",Serologic evidence for the presence in pteropus bats of a paramyxovirus related to equine morbillivirus,EMERGING INFECTIOUS DISEASES,1996,pteropus,conspicillatus,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,NA,sample size of 224 across all four species,
"Young, PL; Halpin, K; Selleck, PW; Field, H; Gravel, JL; Kelly, MA; Mackenzie, JS",Serologic evidence for the presence in pteropus bats of a paramyxovirus related to equine morbillivirus,EMERGING INFECTIOUS DISEASES,1996,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,NA,sample size of 224 across all four species,
"Yadav, P; Sudeep, A; Gokhale, M; Pawar, S; Shete, A; Patil, D; Kumar, V; Lakra, R; Sarkale, P; Nichol, S; Mourya, D","Circulation of Nipah virus in Pteropus giganteus bats in northeast region of India, 2015",INDIAN JOURNAL OF MEDICAL RESEARCH,2018,pteropus,giganteus,orthoparamyxovirinae,henipavirus,nipah virus,1,1,0,107,,
"Sudeep, AB; Yadav, PD; Gokhale, MD; Balasubramanian, R; Gupta, N; Shete, A; Jain, R; Patil, S; Sahay, RR; Nyayanit, DA; Gopale, S; Pardeshi, PG; Majumdar, TD; Patil, DR; Sugunan, AP; Mourya, DT","Detection of Nipah virus in Pteropus medius in 2019 outbreak from Ernakulam district, Kerala, India",BMC INFECTIOUS DISEASES,2021,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,1,1,NA,109,,
"Sudeep, AB; Yadav, PD; Gokhale, MD; Balasubramanian, R; Gupta, N; Shete, A; Jain, R; Patil, S; Sahay, RR; Nyayanit, DA; Gopale, S; Pardeshi, PG; Majumdar, TD; Patil, DR; Sugunan, AP; Mourya, DT","Detection of Nipah virus in Pteropus medius in 2019 outbreak from Ernakulam district, Kerala, India",BMC INFECTIOUS DISEASES,2021,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,32,,
"McKee, CD; Islam, A; Rahman, MZ; Khan, SU; Rahman, M; Satter, SM; Islam, A; Yinda, CK; Epstein, JH; Daszak, P; Munster, VJ; Hudson, PJ; Plowright, RK; Luby, SP; Gurley, ES","Nipah Virus Detection at Bat Roosts after Spillover Events, Bangladesh, 2012-2019",EMERGING INFECTIOUS DISEASES,2022,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,0,pool,,
"Mortlock, M; Dietrich, M; Weyer, J; Paweska, JT; Markotter, W",Co-Circulation and Excretion Dynamics of Diverse Rubula- and Related Viruses in Egyptian Rousette Bats from South Africa,VIRUSES-BASEL,2019,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,NA,NA,1,NA,304,additional pooled samples,
"Foo, R; Hey, YY; Ng, JHJ; Chionh, YT; Chia, WN; San Kong, P; Lee, BPYH; Kang, AEZ; Borthwick, SA; Low, DHW; Mendenhall, IH; Pena, EM; Yroy, RE; Ng, BS; Wang, LF",Establishment of a Captive Cave Nectar Bat (Eonycteris spelaea) Breeding Colony in Singapore,JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,2022,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,nipah virus,NA,0,NA,19,,
"Rahman, MZ; Islam, MM; Hossain, ME; Rahman, MM; Islam, A; Siddika, A; Hossain, MSS; Sultana, S; Islama, A; Rahman, M; Klena, JD; Flora, MS; Daszak, P; Epstein, JH; Luby, SP; Gurley, ES",Genetic diversity of Nipah virus in Bangladesh,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,2021,pteropus,NA,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,NA,pool,,
"Homaira, N; Rahman, M; Hossain, MJ; Epstein, JH; Sultana, R; Khan, MSU; Podder, G; Nahar, K; Ahmed, B; Gurley, ES; Daszak, P; Lipkin, WI; Rollin, PE; Comer, JA; Ksiazek, TG; Luby, SP","Nipah virus outbreak with person-to-person transmission in a district of Bangladesh, 2007",EPIDEMIOLOGY AND INFECTION,2010,pteropus,giganteus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,118,,
"Paskey, AC; Lim, XF; Ng, JHJ; Rice, GK; Chia, WN; Philipson, CW; Foo, R; Cer, RZ; Long, KA; Lueder, MR; Glang, L; Frey, KG; Hamilton, T; Mendenhall, IH; Smith, GJ; Anderson, DE; Wang, LF; Bishop-Lilly, KA",Genomic Characterization of a Relative of Mumps Virus in Lesser Dawn Bats of Southeast Asia,VIRUSES-BASEL,2023,eonycteris,spelaea,rubulavirinae,orthorubulavirus,dawn bat paramyxovirus,NA,1,0,19,,
"Johnson, RI; Tachedjian, M; Rowe, B; Clayton, BA; Layton, R; Bergfeld, J; Wang, LF; Marsh, GA","Alston Virus, a Novel Paramyxovirus Isolated from Bats Causes Upper Respiratory Tract Infection in Experimentally Challenged Ferrets",VIRUSES-BASEL,2018,pteropus,sp.,rubulavirinae,pararubulavirus,alston virus,NA,NA,1,pool,,
"Johnson, RI; Tachedjian, M; Rowe, B; Clayton, BA; Layton, R; Bergfeld, J; Wang, LF; Marsh, GA","Alston Virus, a Novel Paramyxovirus Isolated from Bats Causes Upper Respiratory Tract Infection in Experimentally Challenged Ferrets",VIRUSES-BASEL,2018,pteropus,poliocephalus,rubulavirinae,pararubulavirus,alston virus,1,NA,NA,20,,
"Johnson, RI; Tachedjian, M; Rowe, B; Clayton, BA; Layton, R; Bergfeld, J; Wang, LF; Marsh, GA","Alston Virus, a Novel Paramyxovirus Isolated from Bats Causes Upper Respiratory Tract Infection in Experimentally Challenged Ferrets",VIRUSES-BASEL,2018,pteropus,scapulatus,rubulavirinae,pararubulavirus,alston virus,0,NA,NA,15,,
"Johnson, RI; Tachedjian, M; Rowe, B; Clayton, BA; Layton, R; Bergfeld, J; Wang, LF; Marsh, GA","Alston Virus, a Novel Paramyxovirus Isolated from Bats Causes Upper Respiratory Tract Infection in Experimentally Challenged Ferrets",VIRUSES-BASEL,2018,pteropus,alecto,rubulavirinae,pararubulavirus,alston virus,1,NA,NA,26,,
"Johnson, RI; Tachedjian, M; Rowe, B; Clayton, BA; Layton, R; Bergfeld, J; Wang, LF; Marsh, GA","Alston Virus, a Novel Paramyxovirus Isolated from Bats Causes Upper Respiratory Tract Infection in Experimentally Challenged Ferrets",VIRUSES-BASEL,2018,pteropus,sp.,rubulavirinae,pararubulavirus,alston virus,1,NA,NA,59,,
"Cui X, Fan K, Liang X, Gong W, Chen W, He B, Chen X, Wang H, Wang X, Zhang P, Lu X, Chen R, Lin K, Liu J, Zhai J, Liu DX, Shan F, Li Y, Chen RA, Meng H, Li X, Mi S, Jiang J, Zhou N, Chen Z, Zou JJ, Ge D, Yang Q, He K, Chen T, Wu YJ, Lu H, Irwin DM, Shen X, Hu Y, Lu X, Ding C, Guan Y, Tu C, Shen Y.","Virus diversity, wildlife-domestic animal circulation and potential zoonotic viruses of small mammals, pangolins and zoo animals",Nat Commun,2023,rousettus,leschenaultii,NA,NA,NA,NA,0,NA,27,,
"Yadav PD, Raut CG, Shete AM, Mishra AC, Towner JS, Nichol ST, Mourya DT.",Detection of Nipah virus RNA in fruit bat (Pteropus giganteus) from India,Am J Trop Med Hyg,2012,pteropus,giganteus,orthoparamyxovirinae,henipavirus,nipah virus,1,1,0,31,,
"Yadav PD, Raut CG, Shete AM, Mishra AC, Towner JS, Nichol ST, Mourya DT.",Detection of Nipah virus RNA in fruit bat (Pteropus giganteus) from India,Am J Trop Med Hyg,2012,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,30,,
"Su H, Wang Y, Han Y, Jin Q, Yang F, Wu Z.",Discovery and characterization of novel paramyxoviruses from bat samples in China,Virol Sin,2023,eonycteris,spelaea,rubulavirinae,orthorubulavirus,NA,NA,1,NA,NA,,
"Hoarau AOG, Goodman SM, Al Halabi D, Ramasindrazana B, Lagadec E, Le Minter G, Köster M, Dos Santos A, Schoeman MC, Gudo ES, Mavingui P, Lebarbenchon C.","Investigation of astrovirus, coronavirus and paramyxovirus co-infections in bats in the western Indian Ocean",Virol J,2021,rousettus,madagascariensis,NA,NA,NA,NA,0,NA,40,,
"Hoarau AOG, Goodman SM, Al Halabi D, Ramasindrazana B, Lagadec E, Le Minter G, Köster M, Dos Santos A, Schoeman MC, Gudo ES, Mavingui P, Lebarbenchon C.","Investigation of astrovirus, coronavirus and paramyxovirus co-infections in bats in the western Indian Ocean",Virol J,2021,pteropus,seychellensis comorensis,NA,NA,NA,NA,0,NA,22,,
"Kia GSN, Tao Y, Umoh JU, Kwaga JKP, Tong S.","Identification of Coronaviruses, Paramyxoviruses, Reoviruses, and Rotaviruses among Bats in Nigeria",Am J Trop Med Hyg,2021,eidolon,helvum,NA,NA,NA,NA,0,NA,23,,
"Kia GSN, Tao Y, Umoh JU, Kwaga JKP, Tong S.","Identification of Coronaviruses, Paramyxoviruses, Reoviruses, and Rotaviruses among Bats in Nigeria",Am J Trop Med Hyg,2021,epomophorus,gambianus,NA,NA,NA,NA,0,NA,15,,
"Conrardy C, Tao Y, Kuzmin IV, Niezgoda M, Agwanda B, Breiman RF, Anderson LJ, Rupprecht CE, Tong S.","Molecular detection of adenoviruses, rhabdoviruses, and paramyxoviruses in bats from Kenya",Am J Trop Med Hyg,2014,eidolon,helvum,NA,NA,NA,NA,0,NA,9,,
"Conrardy C, Tao Y, Kuzmin IV, Niezgoda M, Agwanda B, Breiman RF, Anderson LJ, Rupprecht CE, Tong S.","Molecular detection of adenoviruses, rhabdoviruses, and paramyxoviruses in bats from Kenya",Am J Trop Med Hyg,2014,epomophorus,wahlbergi,NA,NA,NA,NA,0,NA,3,,
"Conrardy C, Tao Y, Kuzmin IV, Niezgoda M, Agwanda B, Breiman RF, Anderson LJ, Rupprecht CE, Tong S.","Molecular detection of adenoviruses, rhabdoviruses, and paramyxoviruses in bats from Kenya",Am J Trop Med Hyg,2014,lissonycteris,angolensis,NA,NA,NA,NA,0,NA,12,,
"Conrardy C, Tao Y, Kuzmin IV, Niezgoda M, Agwanda B, Breiman RF, Anderson LJ, Rupprecht CE, Tong S.","Molecular detection of adenoviruses, rhabdoviruses, and paramyxoviruses in bats from Kenya",Am J Trop Med Hyg,2014,rousettus,aegyptiacus,orthoparamyxovirinae,NA,NA,NA,1,NA,36,,
"Conrardy C, Tao Y, Kuzmin IV, Niezgoda M, Agwanda B, Breiman RF, Anderson LJ, Rupprecht CE, Tong S.","Molecular detection of adenoviruses, rhabdoviruses, and paramyxoviruses in bats from Kenya",Am J Trop Med Hyg,2014,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,NA,NA,1,NA,36,,subtract from total
"McCutchan JL, Knox MA, Naikatini A, Hayman DTS, Gartrell BD.",Molecular Evidence of Leptospira spp. in Isolated Fijian Bats,J Wildl Dis,2023,pteropus,tonganus,NA,NA,NA,NA,0,NA,pool,,
"McCutchan JL, Knox MA, Naikatini A, Hayman DTS, Gartrell BD.",Molecular Evidence of Leptospira spp. in Isolated Fijian Bats,J Wildl Dis,2023,notopteris,macdonaldi,NA,NA,NA,NA,0,NA,pool,,
"Latinne A, Nga NTT, Long NV, Ngoc PTB, Thuy HB, Predict Consortium, Long NV, Long PT, Phuong NT, Quang LTV, Tung N, Nam VS, Duoc VT, Thinh ND, Schoepp R, Ricks K, Inui K, Padungtod P, Johnson CK, Mazet JAK, Walzer C, Olson SH, Fine AE.","One Health Surveillance Highlights Circulation of Viruses with Zoonotic Potential in Bats, Pigs, and Humans in Viet Nam",Viruses,2023,pteropus,lylei,orthoparamyxovirinae,morbillivirus,NA,NA,1,NA,pool,,
"Latinne A, Nga NTT, Long NV, Ngoc PTB, Thuy HB, Predict Consortium, Long NV, Long PT, Phuong NT, Quang LTV, Tung N, Nam VS, Duoc VT, Thinh ND, Schoepp R, Ricks K, Inui K, Padungtod P, Johnson CK, Mazet JAK, Walzer C, Olson SH, Fine AE.","One Health Surveillance Highlights Circulation of Viruses with Zoonotic Potential in Bats, Pigs, and Humans in Viet Nam",Viruses,2023,cynopterus,sp.,NA,NA,NA,NA,0,NA,pool,,
"Latinne A, Nga NTT, Long NV, Ngoc PTB, Thuy HB, Predict Consortium, Long NV, Long PT, Phuong NT, Quang LTV, Tung N, Nam VS, Duoc VT, Thinh ND, Schoepp R, Ricks K, Inui K, Padungtod P, Johnson CK, Mazet JAK, Walzer C, Olson SH, Fine AE.","One Health Surveillance Highlights Circulation of Viruses with Zoonotic Potential in Bats, Pigs, and Humans in Viet Nam",Viruses,2023,cynopterus,horsfieldii,NA,NA,NA,NA,0,NA,pool,,
"Latinne A, Nga NTT, Long NV, Ngoc PTB, Thuy HB, Predict Consortium, Long NV, Long PT, Phuong NT, Quang LTV, Tung N, Nam VS, Duoc VT, Thinh ND, Schoepp R, Ricks K, Inui K, Padungtod P, Johnson CK, Mazet JAK, Walzer C, Olson SH, Fine AE.","One Health Surveillance Highlights Circulation of Viruses with Zoonotic Potential in Bats, Pigs, and Humans in Viet Nam",Viruses,2023,pteropus,sp.,NA,NA,NA,NA,1,NA,pool,,
"Latinne A, Nga NTT, Long NV, Ngoc PTB, Thuy HB, Predict Consortium, Long NV, Long PT, Phuong NT, Quang LTV, Tung N, Nam VS, Duoc VT, Thinh ND, Schoepp R, Ricks K, Inui K, Padungtod P, Johnson CK, Mazet JAK, Walzer C, Olson SH, Fine AE.","One Health Surveillance Highlights Circulation of Viruses with Zoonotic Potential in Bats, Pigs, and Humans in Viet Nam",Viruses,2023,pteropus,lylei,NA,NA,NA,NA,1,NA,pool,,
"Hsu VP, Hossain MJ, Parashar UD, Ali MM, Ksiazek TG, Kuzmin I, Niezgoda M, Rupprecht C, Bresee J, Breiman RF.","Nipah virus encephalitis reemergence, Bangladesh",Emerg Infect Dis,2004,pteropus,giganteus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,44,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,epomophorus,gambianus,NA,NA,NA,NA,0,NA,2,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,epomophorus,wahlbergi,NA,NA,NA,NA,0,NA,7,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,rousettus,aegyptiacus,NA,NA,NA,NA,1,NA,123,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,eidolon,helvum,NA,NA,NA,NA,0,NA,72,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,epomophorus,labiatus,NA,NA,NA,NA,0,NA,6,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,epomophorus,sp.,NA,NA,NA,NA,0,NA,1,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,hypsignathus,monstrosus,NA,NA,NA,NA,0,NA,2,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,megaloglossus,woermanni,NA,NA,NA,NA,0,NA,10,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,micropteropus,pusillus,NA,NA,NA,NA,0,NA,1,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,myonycteris,torquata,NA,NA,NA,NA,0,NA,8,,
"Mortlock M, Kuzmin IV, Weyer J, Gilbert AT, Agwanda B, Rupprecht CE, Nel LH, Kearney T, Malekani JM, Markotter W.","Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",Emerg Infect Dis,2015,lissonycteris,angolensis,NA,NA,NA,NA,0,NA,8,,
"Melade J, Wieseke N, Ramasindrazana B, Flores O, Lagadec E, Gomard Y, Goodman SM, Dellagi K, Pascalis H.",An eco-epidemiological study of Morbilli-related paramyxovirus infection in Madagascar bats reveals host-switching as the dominant macro-evolutionary mechanism,Sci Rep,2016,eidolon,dupreanum,NA,NA,NA,NA,0,NA,11,,
"Melade J, Wieseke N, Ramasindrazana B, Flores O, Lagadec E, Gomard Y, Goodman SM, Dellagi K, Pascalis H.",An eco-epidemiological study of Morbilli-related paramyxovirus infection in Madagascar bats reveals host-switching as the dominant macro-evolutionary mechanism,Sci Rep,2016,pteropus,rufus,orthoparamyxovirinae,morbillivirus,NA,NA,1,NA,20,,
"Melade J, Wieseke N, Ramasindrazana B, Flores O, Lagadec E, Gomard Y, Goodman SM, Dellagi K, Pascalis H.",An eco-epidemiological study of Morbilli-related paramyxovirus infection in Madagascar bats reveals host-switching as the dominant macro-evolutionary mechanism,Sci Rep,2016,rousettus,madagascariensis,NA,NA,NA,NA,0,NA,49,,
"Wilkinson DA, Temmam S, Lebarbenchon C, Lagadec E, Chotte J, Guillebaud J, Ramasindrazana B, Héraud JM, de Lamballerie X, Goodman SM, Dellagi K, Pascalis H.",Identification of novel paramyxoviruses in insectivorous bats of the Southwest Indian Ocean,Virus Res,2012,rousettus,obliviosus,NA,NA,NA,NA,0,NA,26,,
"Hasebe F, Thuy NT, Inoue S, Yu F, Kaku Y, Watanabe S, Akashi H, Dat DT, Mai le TQ, Morita K.","Serologic evidence of nipah virus infection in bats, Vietnam",Emerg Infect Dis,2012,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,109,,
"Hasebe F, Thuy NT, Inoue S, Yu F, Kaku Y, Watanabe S, Akashi H, Dat DT, Mai le TQ, Morita K.","Serologic evidence of nipah virus infection in bats, Vietnam",Emerg Infect Dis,2012,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,74,,
"Pavri KM, Singh KR, Hollinger FB.","Isolation of a new parainfluenza virus from a frugivorous bat, Rousettus leschenaulti, collected at Poona, India",Am J Trop Med Hyg,1971,cynopterus,sphinx,rubulavirinae,pararubulavirus,NA,0,NA,0,18,,
"Pavri KM, Singh KR, Hollinger FB.","Isolation of a new parainfluenza virus from a frugivorous bat, Rousettus leschenaulti, collected at Poona, India",Am J Trop Med Hyg,1971,rousettus,leschenaultii,rubulavirinae,pararubulavirus,NA,1,NA,1,68,virus is similar to parainfluenza type 2,
