Family,Genus,Species,Binomial,X_For_Partition,Binomial_2,No_VF,RNA,DNA,Retro,Zoo,RWL,log_AR,AR,log_Forearm,Forearm,log_Mass,Mass,Pulse,sqrt_Rarea,Range_Area,Median_Y_Lat,Median_X_Long,Sympatry,log_Median,Group Size,Roost,Lifespan,Torpor,Diet_2,Migration,Status,Trend,sin_Citations,sin_No_Mixed,Residuals,PhyloClust56,PhyloClust41
Phyllostomidae,Monophyllus,plethodon,Monophyllus plethodon,481,Monophyllus_plethodon,0,0,0,0,0,47.22099273,0.8162413,6.55,1.615423953,41.25000001,1.176091259,15,NA,73.48598466,5400.189941,15.1913996,-61.2186012,21,NA,NA,CV,NA,NA,Phyto,NA,LC,U,2.312438341,NA,-38.83467,PC3,PC12
Phyllostomidae,Monophyllus,redmani,Monophyllus redmani,482,Monophyllus_redmani,0,0,0,0,0,NA,NA,NA,1.62324929,41.99999996,0.943988875,8.789999999,NA,449.7099065,202239,20.2684002,-75.435997,37,1.021189299,10.5,CV,NA,NA,Phyto,NA,LC,S,3.638277962,2.312438341,-43.34504248,PC3,PC12
Phyllostomidae,Musonycteris,harrisoni,Musonycteris harrisoni,483,Musonycteris_harrisoni,0,0,0,0,0,70.44092221,0.799340549,6.299999993,1.617943435,41.49000002,1.034227261,10.82000001,NA,233.4022313,54476.60158,18.3756008,-101.5100021,68,NA,NA,G,NA,NA,Phyto,NA,LC,U,2.893443986,1.818446459,-0.552727505,PC3,PC12
Phyllostomidae,Phylloderma,stenops,Phylloderma stenops,484,Phylloderma_stenops,0,0,0,0,0,30.4258,0.794348604,6.228000001,1.853546121,71.37499996,1.663700925,46.09999996,NA,3312.249991,10971000,-4.7020102,-59.648201,271,NA,NA,NA,NA,NA,NA,NA,LC,S,2.312438341,NA,34.59958737,PC3,PC12
Phyllostomidae,Phyllonycteris,aphylla,Phyllonycteris aphylla,485,Phyllonycteris_aphylla,0,0,0,0,0,NA,NA,NA,1.667452953,46.50000001,1.15075644,14.15,NA,14.66921963,215.1860046,18.1121006,-76.9602966,20,NA,NA,CV,NA,NA,Phyto,NA,CE,D,1.443635475,NA,-36.62819192,PC3,PC12
Phyllostomidae,Phyllonycteris,obtusa,Phyllonycteris obtusa,486,Phyllonycteris_obtusa,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0,NA,NA,PC3,PC12
Phyllostomidae,Phyllonycteris,poeyi,Phyllonycteris poeyi,487,Phyllonycteris_poeyi,0,0,0,0,0,54.84097854,0.876217841,7.520000007,1.677606953,47.60000003,1.192846115,15.58999999,1,427.776811,182993,20.5058994,-75.862999,28,NA,NA,CV,NA,NA,Phyto,NA,LC,U,2.644120761,2.312438341,-51.14932915,PC3,PC12
Phyllostomidae,Phyllops,falcatus,Phyllops falcatus,488,Phyllops_falcatus,0,0,0,0,0,49.1910933,0.81756537,6.570000007,1.617943435,41.49000002,1.034227261,10.82000001,NA,425.8673502,181363,20.4859009,-75.7671967,28,0.602059991,3.999999997,F,NA,NA,Phyto,NA,LC,S,2.094712547,NA,-51.04523223,PC3,PC12
Phyllostomidae,Phyllostomus,elongatus,Phyllostomus elongatus,489,Phyllostomus_elongatus,0,0,0,0,0,34.0339,0.820070034,6.607999995,1.829303773,67.50000003,1.652246341,44.9,NA,3255.779477,10600100,-6.0506001,-57.6259003,207,NA,NA,G,NA,NA,NA,NA,LC,U,2.094712547,NA,-26.3218437,PC3,PC12
Phyllostomidae,Phyllostomus,latifolius,Phyllostomus latifolius,490,Phyllostomus_latifolius,0,0,0,0,0,NA,NA,NA,1.763427994,58.00000006,2.127104798,133.9999999,NA,1246.23834,1553110,0.641913,-59.7659988,142,NA,NA,CV,NA,NA,NA,NA,LC,U,0.881373587,NA,18.23109764,PC3,PC12
Phyllostomidae,Platalina,genovensium,Platalina genovensium,491,Platalina_genovensium,0,0,0,0,0,NA,NA,NA,1.680879174,47.95999995,1.214578954,16.39000002,NA,547.8521698,300142,-10.9173002,-76.4593964,107,NA,NA,CV,NA,NA,NA,Y,NT,U,0.881373587,NA,21.30459498,PC3,PC12
Phyllostomidae,Platyrrhinus,albericoi,Platyrrhinus albericoi,492,Platyrrhinus_albericoi,0,0,0,0,0,NA,NA,NA,NA,NA,1.788875116,61.50000003,NA,779.7300815,607979,-8.7237101,-72.164299,170,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,71.66344681,PC3,PC12
Phyllostomidae,Platyrrhinus,aurarius,Platyrrhinus aurarius,493,Platyrrhinus_aurarius,0,0,0,0,0,NA,NA,NA,1.711807229,51.5,1.545554507,35.11999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,LC,S,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Platyrrhinus,brachycephalus,Platyrrhinus brachycephalus,494,Platyrrhinus_brachycephalus,0,0,0,0,0,NA,NA,NA,1.590953235,38.98999998,1.11058971,12.89999999,NA,2481.660734,6158639.999,-3.3659699,-64.8817978,199,NA,NA,G,NA,NA,Phyto,NA,LC,S,0,NA,7.880320606,PC3,PC12
Phyllostomidae,Platyrrhinus,dorsalis,Platyrrhinus dorsalis,495,Platyrrhinus_dorsalis,0,0,0,0,0,NA,NA,NA,1.67669361,47.50000004,1.414973348,26,NA,875.5272697,766548,6.4587498,-73.9605026,182,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,78.44092932,PC3,PC12
Phyllostomidae,Platyrrhinus,infuscus,Platyrrhinus infuscus,496,Platyrrhinus_infuscus,0,0,0,0,0,NA,NA,NA,1.751971575,56.49000003,1.700703717,50.19999998,NA,1211.172985,1466940,-7.53685,-72.8460007,186,NA,NA,G,NA,NA,Phyto,NA,LC,U,0,NA,64.14273443,PC3,PC12
Phyllostomidae,Platyrrhinus,ismaeli,Platyrrhinus ismaeli,497,Platyrrhinus_ismaeli,0,0,0,0,0,NA,NA,NA,NA,NA,1.544068044,34.99999997,NA,359.7624216,129429,-2.81654,-77.6163025,137,NA,NA,NA,NA,NA,Phyto,NA,NT,D,0,NA,61.55857026,PC3,PC12
Phyllostomidae,Platyrrhinus,masu,Platyrrhinus masu,498,Platyrrhinus_masu,0,0,0,0,0,NA,NA,NA,NA,NA,1.462397998,29.00000001,NA,415.2095856,172399,-12.4345999,-71.3404999,122,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,43.53579069,PC3,PC12
Phyllostomidae,Platyrrhinus,matapalensis,Platyrrhinus matapalensis,499,Platyrrhinus_matapalensis,0,0,0,0,0,NA,NA,NA,NA,NA,1.255272505,18,NA,284.2657208,80807.00002,-1.35526,-79.8043976,106,NA,NA,NA,NA,NA,Phyto,NA,NT,D,0,NA,34.67437834,PC3,PC12
Phyllostomidae,Platyrrhinus,recifinus,Platyrrhinus recifinus,500,Platyrrhinus_recifinus,0,0,0,0,0,45.34549739,0.819543936,6.600000007,1.614897216,41.2,1.034227261,10.82000001,NA,1004.912932,1009850.001,-16.0844994,-42.4147987,93,NA,NA,G,NA,NA,Phyto,NA,LC,U,0.881373587,NA,-17.61271074,PC3,PC12
Phyllostomidae,Platyrrhinus,vittatus,Platyrrhinus vittatus,501,Platyrrhinus_vittatus,0,0,0,0,0,NA,NA,NA,1.75671216,57.10999998,1.563481085,36.59999997,NA,877.3693635,769777,8.3628397,-72.3756027,185,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,81.34050501,PC3,PC12
Phyllostomidae,Pygoderma,bilabiatum,Pygoderma bilabiatum,502,Pygoderma_bilabiatum,0,0,0,0,0,NA,NA,NA,1.602059991,39.99999997,1.267171728,18.49999998,1,1719.662758,2957240.001,-19.7129002,-50.2658997,135,NA,NA,NA,NA,NA,NA,NA,LC,U,3.179785438,NA,-14.57829563,PC3,PC12
Phyllostomidae,Rhinophylla,alethina,Rhinophylla alethina,503,Rhinophylla_alethina,0,0,0,0,0,NA,NA,NA,1.550105999,35.48999997,0.839478047,6.909999994,NA,354.5461888,125703,1.5530601,-78.4753036,136,NA,NA,NA,NA,NA,Phyto,NA,NT,U,0.881373587,NA,60.84294048,PC3,PC12
Phyllostomidae,Rhinophylla,fischerae,Rhinophylla fischerae,504,Rhinophylla_fischerae,0,0,0,0,0,39.5664,0.794738931,6.233600002,1.505421328,32.02000003,0.982271233,9.599999999,NA,2136.410541,4564250,-3.4565101,-65.5649033,207,NA,NA,NA,NA,NA,Phyto,NA,LC,S,1.443635475,NA,34.70211701,PC3,PC12
Phyllostomidae,Rhinophylla,pumilio,Rhinophylla pumilio,505,Rhinophylla_pumilio,0,0,0,0,0,38.8553,0.792986685,6.208499993,1.540954809,34.75000001,0.949390007,8.900000007,NA,2886.57929,8332339.997,-4.4898,-59.4528008,221,NA,NA,G,NA,NA,Phyto,NA,LC,U,3.179785438,NA,7.805620071,PC3,PC12
Phyllostomidae,Sphaeronycteris,toxophyllum,Sphaeronycteris toxophyllum,506,Sphaeronycteris_toxophyllum,0,0,0,0,0,NA,NA,NA,1.612783857,41.00000003,1.264817823,18.4,2,2095.810106,4392420,-2.8869901,-66.7777023,189,NA,NA,G,NA,NA,Phyto,NA,DD,U,0,NA,18.91550642,PC3,PC12
Phyllostomidae,Stenoderma,rufum,Stenoderma rufum,507,Stenoderma_rufum,0,0,0,0,0,64.66010919,0.770852012,5.900000005,1.693463127,49.36999998,1.324282455,21.09999999,3,96.33810395,9281.030273,18.2159996,-66.3948975,13,NA,NA,F,NA,NA,Phyto,NA,NT,U,2.776472281,NA,-48.0804852,PC3,PC12
Phyllostomidae,Sturnira,aratathomasi,Sturnira aratathomasi,508,Sturnira_aratathomasi,0,0,0,0,0,NA,NA,NA,1.770115295,58.90000003,1.69609416,49.67,NA,269.5585222,72661.79689,2.9145801,-76.3967972,142,NA,NA,NA,NA,NA,Phyto,NA,LC,U,2.312438341,NA,71.47616181,PC3,PC12
Phyllostomidae,Sturnira,bidens,Sturnira bidens,509,Sturnira_bidens,0,0,0,0,0,NA,NA,NA,1.624282096,42.10000002,1.256477206,18.04999999,2,839.8041438,705270.9999,-1.06248,-76.0031967,185,NA,NA,CV,NA,NA,Phyto,NA,LC,U,0.881373587,NA,83.38842542,PC3,PC12
Phyllostomidae,Sturnira,bogotensis,Sturnira bogotensis,510,Sturnira_bogotensis,0,0,0,0,0,NA,NA,NA,NA,NA,1.299725154,19.94,NA,707.9901129,501250,0.252243,-76.3927994,180,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,85.57445138,PC3,PC12
Phyllostomidae,Sturnira,erythromos,Sturnira erythromos,511,Sturnira_erythromos,0,0,0,0,0,NA,NA,NA,1.613841822,41.10000001,1.191171456,15.53000001,1,1591.957914,2534330,-4.9061198,-70.9113007,214,NA,NA,C,NA,T,Phyto,NA,LC,S,2.312438341,NA,71.38371228,PC3,PC12
Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,512,Sturnira_hondurensis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Sturnira,luisi,Sturnira luisi,513,Sturnira_luisi,0,0,0,0,0,NA,NA,NA,1.633468456,43.00000004,1.078819183,11.99,NA,671.7328338,451225,-0.850528,-78.8475037,187,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,94.55106759,PC3,PC12
Phyllostomidae,Sturnira,magna,Sturnira magna,514,Sturnira_magna,0,0,0,0,0,NA,0.760422483,5.759999994,1.758911892,57.39999995,1.440121603,27.54999999,NA,1252.249975,1568130,-6.2340798,-73.1259003,182,NA,NA,NA,NA,NA,Phyto,NA,LC,S,0.881373587,NA,57.90336496,PC3,PC12
Phyllostomidae,Sturnira,mordax,Sturnira mordax,515,Sturnira_mordax,0,0,0,0,0,NA,NA,NA,1.666985718,46.44999996,1.071513805,11.79,NA,161.7899873,26175.99999,9.42488,-83.2817001,104,NA,NA,NA,NA,NA,Phyto,NA,NT,S,1.818446459,NA,39.35131398,PC3,PC12
Phyllostomidae,Sturnira,nana,Sturnira nana,516,Sturnira_nana,0,0,0,0,0,NA,NA,NA,1.543943942,34.98999996,0.822168079,6.639999994,NA,48.16056417,2319.439941,-4.10636,-78.6480026,83,NA,NA,NA,NA,NA,Phyto,NA,E,U,0,NA,24.54598066,PC3,PC12
Phyllostomidae,Sturnira,oporaphilum,Sturnira oporaphilum,517,Sturnira_oporaphilum,0,0,0,0,0,NA,NA,NA,1.66266341,45.99000005,1.342225229,21.98999998,NA,1007.735084,1015530,-14.0102997,-70.4541016,161,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0.881373587,NA,50.2334357,PC3,PC12
Phyllostomidae,Sturnira,parvidens,Sturnira parvidens,518,Sturnira_parvidens,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,1.818446459,NA,NA,PC3,PC12
Phyllostomidae,Sturnira,perla,Sturnira perla,519,Sturnira_perla,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,78.27170601,6126.459962,0.453686,-79.1529007,83,NA,NA,NA,NA,NA,Phyto,NA,DD,U,0.881373587,NA,22.90442972,PC3,PC12
Phyllostomidae,Sturnira,tildae,Sturnira tildae,520,Sturnira_tildae,0,0,0,0,0,NA,NA,NA,1.674401813,47.25000002,1.387389826,24.39999998,NA,3265.057427,10660600,-6.83675,-57.3035011,216,NA,NA,NA,NA,NA,Phyto,NA,LC,S,2.094712547,NA,-17.8276441,PC3,PC12
Phyllostomidae,Tonatia,saurophila,Tonatia saurophila,521,Tonatia_saurophila,0,0,0,0,0,30.4244,0.771219902,5.905000001,NA,NA,1.509605705,32.33000003,NA,2330.678013,5432060,0.850785,-63.5523987,233,NA,NA,C,NA,NA,Pred,NA,LC,S,2.893443986,NA,50.11135448,PC3,PC12
Phyllostomidae,Uroderma,magnirostrum,Uroderma magnirostrum,522,Uroderma_magnirostrum,0,0,0,0,0,42.5056,0.796470257,6.258500006,1.617943435,41.49000002,1.238046103,17.29999999,NA,3291.01808,10830800,-4.51759,-60.0761986,265,NA,NA,F,NA,NA,Phyto,NA,LC,S,2.312438341,NA,29.75707465,PC3,PC12
Phyllostomidae,Vampyressa,bidens,Vampyressa bidens,523,Vampyressa_bidens,0,0,0,0,0,43.807,0.8051541,6.384900004,1.551083865,35.56999998,1.075911761,11.90999999,NA,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,Phyto,NA,LC,U,0.881373587,NA,NA,PC3,PC12
Phyllostomidae,Vampyressa,brocki,Vampyressa brocki,524,Vampyressa_brocki,0,0,0,0,0,NA,NA,NA,1.525044807,33.5,1.681241237,47.99999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,LC,U,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Vampyressa,melissa,Vampyressa melissa,525,Vampyressa_melissa,0,0,0,0,0,NA,NA,NA,1.579783597,38.00000003,1.219584526,16.57999999,NA,667.3162668,445310.9999,-3.2610099,-75.3251038,171,NA,NA,NA,NA,NA,Phyto,NA,V,S,0.881373587,NA,78.7918429,PC3,PC12
Phyllostomidae,Vampyressa,nymphaea,Vampyressa nymphaea,526,Vampyressa_nymphaea,0,0,0,0,0,NA,NA,NA,1.562292864,36.49999996,1.838849091,69.00000004,NA,NA,NA,NA,NA,NA,0.653212514,4.500000002,F,NA,NA,Phyto,NA,LC,U,1.443635475,NA,NA,PC3,PC12
Phyllostomidae,Vampyressa,pusilla,Vampyressa pusilla,527,Vampyressa_pusilla,0,0,0,0,0,45.67123639,0.79518459,6.240000005,1.484299839,30.49999998,0.934498451,8.599999995,2,1054.367109,1111690.001,-23.6987,-49.6137009,98,NA,NA,F,NA,NA,Phyto,NA,DD,U,2.644120761,NA,-15.30877426,PC3,PC12
Phyllostomidae,Vampyressa,thyone,Vampyressa thyone,528,Vampyressa_thyone,0,0,0,0,0,NA,NA,NA,1.498310554,31.50000002,0.855519156,7.170000005,NA,2131.583918,4543649.999,1.2353899,-72.8968964,262,NA,NA,NA,NA,NA,Phyto,NA,LC,U,1.443635475,NA,89.9652471,PC3,PC12
Phyllostomidae,Vampyrodes,major,Vampyrodes major,529,Vampyrodes_major,0,0,0,0,0,NA,NA,NA,NA,NA,1.515873844,32.80000002,NA,938.3874466,880570.9999,11.5981998,-84.2759018,195,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,88.014019,PC3,PC12
Phyllostomidae,Vampyrum,spectrum,Vampyrum spectrum,530,Vampyrum_spectrum,0,0,0,0,0,34.0354994,0.73239376,5.400000002,2.036628895,108.7999999,2.238046103,172.9999999,1,2297.398529,5278040.001,-1.64316,-69.0341034,263,0,1,C,78,NA,Pred,N,NT,D,2.99822295,NA,81.92563203,PC3,PC12
Pteropodidae,Acerodon,jubatus,Acerodon jubatus,531,Acerodon_jubatus,0,0,0,0,0,NA,NA,NA,2.274250243,188.0400002,2.937517892,866,1,394.1344948,155342,11.3835001,122.9169998,66,NA,NA,F,NA,NA,Phyto,NA,E,D,2.312438341,NA,-11.31527131,PC7,PC38
Pteropodidae,Aethalops,alecto,Aethalops alecto,532,Aethalops_alecto,0,0,0,0,0,NA,NA,NA,1.674401813,47.25000002,1.311753861,20.5,NA,397.901998,158326,-0.633052,102.8769989,118,NA,NA,NA,NA,NA,Phyto,NA,LC,U,1.818446459,NA,40.479338,PC7,PC42
Pteropodidae,Alionycteris,paucidentata,Alionycteris paucidentata,533,Alionycteris_paucidentata,0,0,0,0,0,NA,NA,NA,1.649432223,44.60999998,1.204119983,16.00000001,NA,80.11179627,6417.899902,8.1819897,124.8919983,37,NA,NA,NA,NA,NA,Phyto,NA,LC,S,0.881373587,NA,-23.19588537,PC7,PC42
Pteropodidae,Balionycteris,maculata,Balionycteris maculata,534,Balionycteris_maculata,0,0,0,0,0,47.413271,0.763427994,5.800000006,1.630089054,42.66669998,1.158362492,14.4,2,755.2257941,570366.0001,2.8047199,111.5159988,123,0,1,C,NA,NA,Phyto,NA,LC,U,2.094712547,NA,25.99933226,PC7,PC42
Pteropodidae,Boneia,bidens,Boneia bidens,535,Boneia_bidens,0,0,0,0,0,NA,NA,NA,1.99321572,98.44999989,2.23299611,170.9999998,NA,NA,NA,NA,NA,NA,NA,NA,CV,NA,NA,Phyto,NA,NA,NA,0.881373587,NA,NA,PC7,PC40
Pteropodidae,Casinycteris,argynnis,Casinycteris argynnis,536,Casinycteris_argynnis,0,0,0,0,0,NA,NA,NA,1.748188027,56,1.431363764,26.99999999,NA,1306.721087,1707519.999,-0.908591,20.3096008,92,0,1,F,NA,NA,Phyto,NA,LC,U,1.818446459,NA,-35.06620378,PC7,PC41
Pteropodidae,Chironax,melanocephalus,Chironax melanocephalus,537,Chironax_melanocephalus,0,0,0,0,0,42.0324,0.777172987,5.986500002,1.648360011,44.5,1.247973266,17.69999999,NA,421.6028937,177749,3.23546,102.7350006,148,0.698970004,4.999999996,F,NA,NA,Phyto,NA,LC,U,1.443635475,NA,69.18725057,PC7,PC42
Pteropodidae,Cynopterus,horsfieldii,Cynopterus horsfieldii,538,Cynopterus_horsfieldii,0,0,0,0,0,45.81874853,0.897627091,7.899999995,1.870988814,74.30000004,1.773054693,59.29999995,NA,1218.851919,1485600,0.284508,108.5780029,160,NA,NA,G,NA,NA,Phyto,NA,LC,U,0.881373587,NA,37.72410662,PC7,PC42
Pteropodidae,Cynopterus,titthaecheilus,Cynopterus titthaecheilus,539,Cynopterus_titthaecheilus,0,0,0,0,0,NA,NA,NA,1.866405498,73.51999994,1.792391689,61.99999993,2,773.3608472,598087,-2.4360399,104.6340027,104,NA,NA,NA,NA,NA,Phyto,NA,LC,S,0,NA,6.010674516,PC7,PC42
Pteropodidae,Desmalopex,leucopterus,Desmalopex leucopterus,540,Desmalopex_leucopterus,0,0,0,0,0,NA,NA,NA,NA,NA,2.486926128,306.8500003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,1.443635475,NA,NA,PC7,PC38
Pteropodidae,Desmalopex,microleucopterus,Desmalopex microleucopterus,541,Desmalopex_microleucopterus,0,0,0,0,0,NA,NA,NA,NA,NA,2.15624619,143.2999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0,NA,NA,PC7,PC38
Pteropodidae,Dobsonia,inermis,Dobsonia inermis,542,Dobsonia_inermis,0,0,0,0,0,NA,NA,NA,2.030397301,107.25,2.173186268,148.9999999,2,186.4143256,34750.30079,-8.1242905,158.326004,38,NA,NA,CV,NA,NA,Phyto,NA,LC,S,0,NA,-27.99111621,PC7,PC40
Pteropodidae,Dobsonia,minor,Dobsonia minor,543,Dobsonia_minor,0,0,0,0,0,NA,NA,NA,1.903089987,80,1.904985881,80.34999998,2,784.0950198,614805.0001,-5.2982602,140.427002,70,0,1,F,NA,NT,Phyto,N,LC,U,1.443635475,NA,-28.57451389,PC7,PC40
Pteropodidae,Dobsonia,pannietensis,Dobsonia pannietensis,544,Dobsonia_pannietensis,0,0,0,0,0,NA,NA,NA,2.044657333,110.8299999,2.382737266,241.4000001,NA,73.58804383,5415.200195,-9.9125605,151.7310028,23,NA,NA,G,NA,NA,Phyto,NA,NT,U,0,NA,-36.8402339,PC7,PC40
Pteropodidae,Dobsonia,praedatrix,Dobsonia praedatrix,545,Dobsonia_praedatrix,0,0,0,0,0,NA,NA,NA,2.066325925,116.4999999,2.264817823,184,2,211.5327435,44746.10157,-5.12011,150.8190002,40,NA,NA,G,NA,NT,Phyto,NA,LC,U,0.881373587,NA,-27.36048184,PC7,PC40
Pteropodidae,Dobsonia,viridis,Dobsonia viridis,546,Dobsonia_viridis,0,0,0,0,0,42.60019704,0.826074803,6.700000005,2.060735603,115.0099999,NA,NA,NA,166.5923167,27752.99998,-3.3717999,128.6719971,45,NA,NA,G,NA,NT,Phyto,NA,LC,S,0.881373587,NA,-19.91049171,PC7,PC40
Pteropodidae,Dyacopterus,spadiceus,Dyacopterus spadiceus,547,Dyacopterus_spadiceus,0,0,0,0,0,NA,0.795156749,6.239599994,1.901240302,79.65999999,1.954242509,89.99999991,NA,667.1131838,445040,0.815217,104.4960022,137,NA,NA,C,NA,NA,Phyto,NA,NT,D,1.818446459,NA,44.80291426,PC7,PC42
Pteropodidae,Eonycteris,major,Eonycteris major,548,Eonycteris_major,0,0,0,0,0,NA,NA,NA,1.885134966,76.75999999,1.946206554,88.35000003,NA,855.9369136,732628.0001,0.860926,114.2050018,92,NA,NA,NA,NA,NA,Phyto,NA,DD,U,0,NA,-10.49107506,PC7,PC41
Pteropodidae,Eonycteris,robusta,Eonycteris robusta,549,Eonycteris_robusta,0,0,0,0,0,NA,NA,NA,NA,NA,1.875061263,74.99999993,NA,338.387352,114506,10.1276999,123.8119965,63,NA,NA,NA,NA,NA,Phyto,NA,NT,D,0.881373587,NA,-11.27613797,PC7,PC41
Pteropodidae,Epomophorus,minor,Epomophorus minor,550,Epomophorus_minor,0,0,0,0,0,67.46196111,NA,NA,1.8143142,65.20999997,1.826074803,67.00000005,NA,1488.835115,2216630,-3.35622,35.3583984,125,NA,NA,NA,NA,NA,Phyto,NA,LC,S,0,NA,-11.99440433,PC7,PC41
Pteropodidae,Haplonycteris,fischeri,Haplonycteris fischeri,551,Haplonycteris_fischeri,0,0,0,0,0,NA,NA,NA,1.703807065,50.55999997,1.255272505,18,1,514.5668081,264779,11.8125,123.1200027,66,NA,NA,NA,120,NA,Phyto,N,LC,S,2.644120761,NA,-17.88080705,PC7,PC42
Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,552,Harpyionycteris_celebensis,0,0,0,0,0,41.04052073,0.785329835,6.1,1.955639653,90.29,2.017033339,103.9999999,NA,411.5956754,169411,-2.00667,121.1169968,61,NA,NA,NA,NA,NA,Phyto,NA,V,D,0,NA,-17.26719195,PC7,PC40
Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,553,Harpyionycteris_whiteheadi,0,0,0,0,0,NA,NA,NA,1.931813704,85.47000001,2,100,2,414.5672442,171866,9.4377003,124.1439972,65,NA,NA,NA,NA,NA,Phyto,N,LC,S,0.881373587,NA,-13.42919117,PC7,PC40
Pteropodidae,Latidens,salimalii,Latidens salimalii,554,Latidens_salimalii,0,0,0,0,0,NA,NA,NA,1.829239428,67.48999998,1.866523626,73.54000008,NA,122.7916927,15077.7998,9.4890299,77.0706024,35,NA,NA,CV,NA,NA,Phyto,NA,E,D,2.094712547,NA,-27.52263953,PC7,PC42
Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,555,Macroglossus_sobrinus,0,0,0,0,0,NA,NA,NA,1.692406235,49.25000002,1.338456494,21.80000002,NA,1560.63769,2435589.999,12.6378002,101.3580017,195,0.740362689,5.499999994,NA,NA,NA,Phyto,NA,LC,S,2.312438341,NA,54.09117803,PC7,PC40
Pteropodidae,Megaerops,ecaudatus,Megaerops ecaudatus,556,Megaerops_ecaudatus,0,0,0,0,0,39.7691,0.785329835,6.1,1.753965866,56.75000002,1.380211242,24.00000002,NA,1128.773671,1274130,2.1255,108.4499969,146,NA,NA,NA,NA,NA,Phyto,NA,LC,U,1.818446459,NA,28.6348481,PC7,PC42
Pteropodidae,Megaerops,wetmorei,Megaerops wetmorei,557,Megaerops_wetmorei,0,0,0,0,0,NA,NA,NA,1.694429691,49.48,1.267171728,18.49999998,NA,407.3229677,165912,4.4121799,115.1449966,133,NA,NA,NA,NA,NA,Phyto,NA,V,D,1.818446459,NA,54.96574068,PC7,PC42
Pteropodidae,Megaloglossus,azagnyi,Megaloglossus azagnyi,558,Megaloglossus_azagnyi,0,0,0,0,0,NA,NA,NA,NA,NA,1.08278537,12.09999999,NA,556.7899065,310015,6.4970102,-6.7079701,92,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0.881373587,NA,5.817341782,PC7,PC41
Pteropodidae,Melonycteris,fardoulisi,Melonycteris fardoulisi,559,Melonycteris_fardoulisi,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,129.7289467,16829.59961,-9.2937498,160.0010071,28,NA,NA,NA,NA,NA,Phyto,NA,LC,D,0,NA,-34.90083362,PC7,PC38
Pteropodidae,Melonycteris,melanops,Melonycteris melanops,560,Melonycteris_melanops,0,0,0,0,0,NA,NA,NA,1.778078862,59.99000001,1.674861141,47.30000003,2,212.6967288,45239.89844,-5.1224599,150.7799988,40,0,1,G,NA,NT,Phyto,NA,LC,S,1.443635475,NA,-27.42393812,PC7,PC38
Pteropodidae,Melonycteris,woodfordi,Melonycteris woodfordi,561,Melonycteris_woodfordi,0,0,0,0,0,NA,NA,NA,1.730216841,53.73000005,1.549003262,35.4,NA,129.548834,16782.90039,-6.8039098,156.5410004,26,NA,NA,F,NA,NA,Phyto,NA,LC,S,0,NA,-36.89101452,PC7,PC38
Pteropodidae,Myonycteris,angolensis,Myonycteris angolensis,562,Myonycteris_angolensis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0,NA,NA,PC7,PC41
Pteropodidae,Myonycteris,brachycephala,Myonycteris brachycephala,563,Myonycteris_brachycephala,0,0,0,0,0,NA,NA,NA,1.79940948,63.01000006,NA,NA,NA,26.28404484,690.8510132,0.214516,6.5938301,5,NA,NA,NA,NA,NA,Phyto,NA,E,D,1.443635475,NA,-52.26139034,PC7,PC41
